S. No.,State,Destination,LATITUDE,LONGITUDE,CULTURAL_IMPORTANCE
33,Uttar Pradesh,Bateshwar,26.9353164,78.5435748,"Bateshwar is a village in Agra District, on the banks of the river Yamuna in the northern state of Uttar Pradesh, India. Bateshwar is in between Agra and Etawah and is 8 km from Bah. It is an important spiritual and cultural centre for Hindus and Jains. It is known for the 101 Shiv Temple Complex. An annual religious and animal fair is also organised in the village ground area. The name Bateshwar is derived from the main Bateshwarnath Temple dedicated to Lord Shiva . As pe... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Bateshwar,_Uttar_Pradesh)"
33,Uttar Pradesh,Devgarh,24.5241285,78.2357454,"Deogarh (Devgarh) in Uttar Pradesh is known for its ancient fort and group of Jain temples dating back to the Gupta period. The site is significant for its architectural heritage, intricate carvings, and as a center for Jain pilgrimage and historical studies."
33,Uttar Pradesh,Jaunpur,25.7967065,82.4888992,"Jaunpur is a city and a municipal board in Jaunpur district in the Indian state of Uttar Pradesh. It is located 228 km southeast of state capital Lucknow. Demographically, Jaunpur resembles the rest of the Purvanchal area in which it is located.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Jaunpur,_Uttar_Pradesh)"
33,Uttar Pradesh,Fatehpur Sikri,27.0911655,77.6623984,"Fatehpur Sikri is a town in the Agra District of Uttar Pradesh, India. Situated 35.7 kilometres from the district headquarters of Agra, Fatehpur Sikri itself was founded as the capital of the Mughal Empire in 1571 by Emperor Akbar, serving this role from 1571 to 1585, when Akbar abandoned it due to a campaign in Punjab and was later completely abandoned in 1610. The name of the city is derived from the village called Sikri which previously occupied the loc... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Fatehpur_Sikri)"
33,Uttar Pradesh,Siddharthnagar,27.2511723,82.8716528,"Siddharthnagar also known as Naugarh is a city and the district headquarters of Siddharthnagar in Uttar Pradesh, India. It is one of the five Vidhan Sabha constituencies in Siddharthnagar district, though the constituency has been renamed to Kapilvastu, and is near Lumbini, Nepal the birthplace of Gautam Buddha. It is north of Siddharthnagar railway station 20 kilometers from India.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Siddharthnagar)"
33,Uttar Pradesh,Mujaffar Nagar,29.4726817,77.7085091,"Muzaffarnagar is a city in Uttar Pradesh known for its agricultural markets, sugar industry, and as a center for regional trade. The city is culturally significant for its diverse communities, traditional fairs, and historical sites."
33,Uttar Pradesh,Sardhana,29.1486525,77.6362019,"Sardhana is a city and a municipal board in Meerut district in the Indian state of Uttar Pradesh. It is 85 km northeast of New Delhi and 13 mi from Meerut. It is 5 km from Meerut Karnal National Highway and 12 km from National Highway 58. It is famous for its cloth and timber industries, and its church.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Sardhana)"
33,Uttar Pradesh,Gahamar (Kamakhya Devi Gazipur),25.5631,83.6622,"Gahmar is a village in Ghazipur district, Uttar Pradesh, known for the Kamakhya Devi Temple. The site is significant for its religious rituals, traditional fairs, and as a center for local worship and community gatherings."
33,Uttar Pradesh,Sonbhadra,24.4148159,83.0637517,"Sonbhadra or Sonanchal is the second largest district by area of Uttar Pradesh after Lakhimpur Kheri. The district headquarters is in the town of Robertsganj. Sonbhadra is also known as the ""Energy Capital of India"" for hosting multiple power plants. Sonbhadra lies between Vindhya and Kaimur hills, and its topology and natural environment prompted the first Prime Minister of India Jawaharlal Nehru to refer to Sonbhadra as the ""Switzerland of India"". In 2018 Uttar Prad... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Sonbhadra_district)"
33,Uttar Pradesh,Kalinjar,25.0129438,80.4826743,"Kalinjar is a fortress-city in Banda district of Uttar Pradesh, India. It was ruled by several dynasties, including the Guptas, the Vardhana dynasty, the Chandelas, Solankis of Rewa, Mughals and the Marathas. The fortress has several temples dating back to the Gupta dynasty of the 3rd–5th centuries. It is strategically located on an isolated rocky hill at the end of the Vindhya Range, overlooking the plains of Bundelkhand. Kalinjar Fort is located on the Vindhya mountain range in Banda district.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Kalinjar_Fort)"
33,Uttar Pradesh,Baduon,28.0452,79.1266,"Budaun is a city in Uttar Pradesh known for its historical monuments, Sufi shrines, and as a center for Islamic learning during the medieval period. The city is culturally significant for its traditional crafts, festivals, and architectural heritage."
33,Uttar Pradesh,Noida,28.5706333,77.3272147,"Noida , short for New Okhla Industrial Development Authority , is a city located in Gautam Buddha Nagar district of the Indian state of Uttar Pradesh. As per provisional reports of Census of India, the population of Noida in 2011 was 642,381. The city is managed by New Okhla Industrial Development Authority . The district's administrative headquarters are in the nearby city of Greater Noida. The city is a part of the No... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Noida)"
33,Uttar Pradesh,Mahavan,27.3944734,77.8301578,"Mahaban is a town and a nagar panchayat in Mathura district in the Indian state of Uttar Pradesh. It is culturally significant as one of the places associated with the childhood of Lord Krishna, featuring ancient temples and traditional festivals."
33,Uttar Pradesh,Baharaich,27.9892785,81.5950298,"Bahraich is a city in Uttar Pradesh known for its historical sites, traditional fairs, and as a center for regional trade. The city is culturally important for its temples, Sufi shrines, and diverse communities."
33,Uttar Pradesh,Karadham,28.4497,77.5511,"Karadham is a locality in Uttar Pradesh with local religious and cultural significance, known for its traditional festivals, community gatherings, and association with regional folklore."
33,Uttar Pradesh,Devasharif,26.7892,82.1456,"Deva Sharif is a town in Barabanki district, Uttar Pradesh, famous for the shrine of Haji Waris Ali Shah, a revered Sufi saint. The site is significant for its annual Urs festival, attracting devotees from various communities and promoting communal harmony."
33,Uttar Pradesh,Ambedkarnagar,26.4361,82.5383,"Ambedkar Nagar is one of the 75 districts of the Indian state of Uttar Pradesh. This district is a part of Ayodhya division in the Awadh region of the state. This district was established on 29 September 1995 by carving out parts of the erstwhile Faizabad district . It was created by the then Chief Minister Mayawati and named in memory of B. R. Ambedkar, who worked for the advancement of the depressed classes. The total area of Ambedkar Nagar district is 2350 Sq. Km.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Ambedkar_Nagar_district)"
33,Uttar Pradesh,Basti,26.8387083,82.5350919,"Basti is a city, municipal board and administrative headquarters of Basti district in the Indian state of Uttar Pradesh. The district is part of Basti division. It is situated 202 kilometres east of the state capital, Lucknow.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Basti,_Uttar_Pradesh)"
33,Uttar Pradesh,Kalindi Kunj,25.4254193,81.7839171,"Kalindi Kunj is a public garden and a famous T point road in Delhi, located on the banks of River Yamuna, close to Okhla barrage. Atlantic Water World, an amusement park incorporating a water park, is located there.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Kalindi_Kunj)"
33,Uttar Pradesh,Shrangberpur,25.4317,81.8832,"Shringverpur is a village in Uttar Pradesh, believed to be the place where Lord Rama crossed the Ganges during his exile. It is culturally significant for its association with the Ramayana, traditional rituals, and as a site for local fairs and religious gatherings."
33,Uttar Pradesh,Kanpur (Nagar),26.4410107,80.2652803,"Kanpur is a major industrial city in Uttar Pradesh, known for its leather and textile industries, educational institutions, and historical sites. The city is culturally significant for its diverse communities, traditional festivals, and contributions to India's independence movement."
33,Uttar Pradesh,Hindan,28.6737477,77.4103613,"Hindan is an area near Ghaziabad, Uttar Pradesh, known for the Hindon River and the Hindon Air Force Station. The region is significant for its strategic importance, local fairs, and as a center for community activities."
33,Uttar Pradesh,Rajapur,25.3863662,81.1494181,"Rajapur is a town and tehsil of Chitrakoot district in the Indian state of Uttar Pradesh. It is situated along the bank of the river Yamuna. It has the nickname ""Tulsi Dhaam"" after the Hindi poet Goswami Tulsidas, who is the writer of holy ""Ram Charit Manas"" along with many other religious books of Hindus. There is a temple devoted to Tulsidas where part of the original ""Handwritten Scripture"" of Ramcharitmanas is still available, although some pages may be missing. Rajapur is... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Rajapur,_Uttar_Pradesh)"
33,Uttar Pradesh,Dargah Sharif (Bahraich),27.5742,81.5941,"Dargah Sharif in Bahraich is the mausoleum of Ghazi Saiyyad Salar Masud, a revered Sufi saint and warrior. The site is significant for its annual Urs festival, attracting devotees from different faiths and promoting communal harmony."
33,Uttar Pradesh,Gautam Buddhnagar,28.4931,77.536,"Gautam Buddh Nagar is a district in Uttar Pradesh, home to the cities of Noida and Greater Noida. The region is culturally significant for its rapid urban development, educational institutions, and as a hub for industry and commerce."
33,Uttar Pradesh,Magahar,26.7532,83.1247,"Magahar is a town in Sant Kabir Nagar district, Uttar Pradesh, known as the place where the poet-saint Kabir attained Samadhi. The site is significant for its Kabir Chaura Math, traditional fairs, and as a symbol of communal harmony."
33,Uttar Pradesh,Sultanput,25.8667,81.9167,"Sultanpur is a city in Uttar Pradesh known for its historical sites, traditional fairs, and as a center for regional administration. The city is culturally important for its temples, Sufi shrines, and diverse communities."
33,Uttar Pradesh,Amrcha(Jyotibaphule Nagar),28.6127,78.1065,"Amroha (formerly Jyotiba Phule Nagar) is a city in Uttar Pradesh known for its mango orchards, traditional crafts, and as a center for Sufi culture. The city is culturally significant for its festivals, music, and historical monuments."
33,Uttar Pradesh,Barnavan (Bagpat),29.0541,77.2186,"Barnava is a village in Bagpat district, Uttar Pradesh, associated with the Lakshagraha episode from the Mahabharata. The site is significant for its mythological importance, traditional fairs, and as a center for local religious gatherings."
33,Uttar Pradesh,Shravasti,27.5083429,82.0263569,"Shravasti is a town in Shravasti district in Indian state of Uttar Pradesh. It was the capital of the ancient Indian kingdom of Kosala which was ruled by the Lava and the place where the Buddha lived most after his enlightenment. It is near the Rapti river in the northeastern part of Uttar Pradesh India, close to the Nepalese border. Shravasti is one of the most revered sites in Buddhism. It is believed to be where the Bu... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Shravasti)"
33,Uttar Pradesh,Balrampur,27.4476988,82.3956245,"Balrampur is a town and a municipal board in Balrampur district in the state of Uttar Pradesh, India. It is situated on the bank of river Rapti and is the district headquarters of Balrampur district.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Balrampur)"
33,Uttar Pradesh,Dankaur (Gautam Buddhnagar),28.3531,77.5542,"Dankaur is a town in Gautam Buddh Nagar district, Uttar Pradesh, known for its ancient temples and traditional fairs. The town is culturally significant for its association with local legends, religious rituals, and as a center for community gatherings."
33,Uttar Pradesh,Golagokaran Nath,28.0782,80.4706,"Gola Gokaran Nath, also known as Choti Kashi, is a town in Lakhimpur Kheri district, Uttar Pradesh, famous for its Shiva temple. The site is significant for its annual fairs, traditional rituals, and as a major pilgrimage center for devotees of Lord Shiva."
33,Uttar Pradesh,Shahjajanpur,27.881,79.9097,"Shahjahanpur is a city in Uttar Pradesh known for its historical sites, traditional crafts, and as a center for regional trade. The city is culturally important for its temples, Sufi shrines, and vibrant festivals."
33,Uttar Pradesh,Sukar Chhetra,25.4172,81.8832,"Sukar Kshetra is a religious site in Uttar Pradesh, associated with Lord Varaha (the boar incarnation of Vishnu). The site is significant for its temples, traditional rituals, and as a center for local religious gatherings and fairs."
33,Uttar Pradesh,Kapilvastu (Piprahava),27.5292,83.0497,"Kapilvastu (Piprahwa) is an archaeological site in Siddharthnagar district, Uttar Pradesh, believed to be the ancient city where Gautama Buddha spent his early years. The site is significant for its Buddhist stupas, historical remains, and as a major pilgrimage destination."
33,Uttar Pradesh,Muradabad,28.8386,78.7768,"Moradabad is an industrial city, commissionerate, and municipal corporation in Moradabad district of the Indian state of Uttar Pradesh. It is situated on the banks of the Ramganga river, at a distance of 165 km from the national capital, New Delhi and 356 km north-west of the state capital, Lucknow. Based on the 2011 census, it is 10th most populous city in the state and 54th most populous city in the country. It is one of the largest cities in t... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Moradabad)"
33,Uttar Pradesh,Durvasa Rishi Ashram,25.4317,81.8832,"Durvasa Rishi Ashram is a site in Uttar Pradesh associated with the sage Durvasa from Hindu mythology. The ashram is significant for its religious rituals, traditional fairs, and as a center for local spiritual gatherings."
33,Uttar Pradesh,Pilibhit,28.4947158,80.1076122,"Pilibhit is a city and a municipal board in Pilibhit district in the northern Indian state of Uttar Pradesh. Pilibhit is the north-easternmost district of Bareilly division, situated in the Rohilkhand region of the sub-Himalayan Plateau belt next to foothills of Sivalik Range on the boundary of Nepal, known for the origin of river Gomati and one of the most forest-rich areas in North India. Pilibhit was also known as Bansuri Nagari – the land of flutes, for... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Pilibhit)"
33,Uttar Pradesh,Kaushambi,25.5342456,81.4493567,"Kaushambi is an ancient city in Uttar Pradesh, significant as a major center of Buddhism and Jainism. The site is known for its archaeological remains, ancient stupas, and as a place mentioned in Buddhist and Hindu texts."
33,Uttar Pradesh,Bithoor,26.6008094,80.2722286,"Bithoor or Bithur is a town in Kanpur district, 25 km by road north of the centre of Kanpur city, in Uttar Pradesh, India. Bithoor is situated on the right bank of the River Ganges, and is a centre of Hindu pilgrimage. Bithoor is also the centre for War of Independence of 1857 as Nana Sahib, a popular freedom fighter who was based there. The city is enlisted as a municipality of Kanpur metropolitan area.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Bithoor)"
33,Uttar Pradesh,Majeetha (Barabanki),26.9386,81.1865,"Majeetha is a locality in Barabanki district, Uttar Pradesh, with local religious and cultural significance, known for its traditional festivals, community gatherings, and association with regional folklore."
33,Uttar Pradesh,Kotawa Dham,26.9386,81.1865,"Kotawa Dham is a religious site in Barabanki district, Uttar Pradesh, known for its temple complex and spiritual gatherings. The site is significant for its traditional rituals, fairs, and as a center for local devotion."
33,Uttar Pradesh,Ausaneshwar Mahadev Mandir (Barabanki),26.9386,81.1865,"Ausaneshwar Mahadev Mandir is a temple in Barabanki district, Uttar Pradesh, dedicated to Lord Shiva. The temple is significant for its religious rituals, traditional fairs, and as a center for local worship and community events."
33,Uttar Pradesh,Satarikh (Barabanki),26.9386,81.1865,"Satrikh is a town in Barabanki district, Uttar Pradesh, known for its historical and religious sites, including ancient temples and Sufi shrines. The town is culturally important for its traditional festivals and communal harmony."
33,Uttar Pradesh,Majhgavan Sharif,26.9386,81.1865,"Majhgavan Sharif is a locality in Uttar Pradesh with a Sufi shrine, significant for its annual Urs festival, traditional rituals, and as a center for local spiritual gatherings."
33,Uttar Pradesh,Kunteshwar Mahadeo Mandir (Barabanki),26.9386,81.1865,"Kunteshwar Mahadeo Mandir is a temple in Barabanki district, Uttar Pradesh, dedicated to Lord Shiva. The temple is significant for its religious rituals, traditional fairs, and as a center for local devotion."
33,Uttar Pradesh,Belhadevi,25.8749594,84.1210329,"Belhadevi is a village in Uttar Pradesh known for its temple dedicated to Goddess Belha Devi. The site is significant for its religious rituals, traditional fairs, and as a center for local worship and community gatherings."
33,Uttar Pradesh,Gonda,27.1103723,81.9238906,"Gonda is a city and municipal board of Gonda district in the Indian state of Uttar Pradesh. It is situated 125 km north east of the state capital Lucknow. Gonda is divided into four tehsils named Gonda, Colonelganj, Tarabganj and Mankapur. From Mumbai many trains are available for Gonda the most comfortable train in the timing point of view is Khushi Nagar express, which arrives at Gonda at 5am around. From Gonda Station you can get shared vehicles for Utraola, Baggi Road, Balrampur, Mankapur et... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Gonda,_Uttar_Pradesh)"
33,Uttar Pradesh,Faizabad,26.7807986,82.1486589,"Faizabad is a city located in Ayodhya district in the Indian state of Uttar Pradesh. It is situated on the southern bank of the River Saryu about 6.5 km from Ayodhya City, the district headquarter, 130 km east of the state capital Lucknow. Faizabad was the first capital of the Nawabs of Awadh and has monuments built by those Nawabs, like the Tomb of Bahu Begum, Gulab Bari. It was also the headquarters of Faizabad district and Faiza... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Faizabad)"
33,Uttar Pradesh,Rampur,28.7934728,79.1845806,"Rampur is a town and the municipality headquarter of Rampur District in the Indian state of Uttar Pradesh. It was formerly known for its various industries, like sugar refining and cotton milling. Its library has more than 12,000 rare manuscripts and a fine collection of Mughal miniature paintings. It is located 322 kilometres north-west of the state capital Lucknow & approx 180 kilometres from the national capital New Delhi. In 2007, the Ministry of Minor... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Rampur,_Uttar_Pradesh)"
33,Uttar Pradesh,Sankisa,27.5792,78.6508,"Sankisa is an ancient town in Uttar Pradesh, known for its association with Buddhist heritage. It is believed to be the site where Lord Buddha descended from heaven after preaching the Abhidhamma to his mother. The site is significant for its archaeological remains, Ashokan pillar, and as a center for Buddhist pilgrimage and festivals."
33,Uttar Pradesh,Kannoj,27.0551,79.9226,"Kannauj is a historic city in Uttar Pradesh, renowned for its ancient heritage as the capital of several dynasties and its traditional perfume (attar) industry. The city is significant for its archaeological sites, temples, and as a center for classical music, poetry, and crafts."
33,Uttar Pradesh,Sitaword Santuri,27.5027,80.8335,"Sitaword Santuri is a locality in Uttar Pradesh. While not widely known for major monuments, it reflects the rural cultural landscape of the region, with traditional festivals, local crafts, and agricultural practices contributing to the area's heritage."
33,Uttar Pradesh,Sonoli,27.5292,83.0497,"Sonoli is a village in Uttar Pradesh, India. It is culturally significant for its traditional rural lifestyle, local festivals, and agricultural practices that reflect the heritage of the region."
33,Uttar Pradesh,Shaharanpur,29.9672,77.5452,"Saharanpur is a city in Uttar Pradesh known for its wood carving industry, traditional crafts, and vibrant fairs. The city is culturally important for its Sufi shrines, temples, and as a center for regional trade and education."
33,Uttar Pradesh,Devranava Baba,25.4317,81.8832,"Devranava Baba is a local religious site in Uttar Pradesh, significant for its association with local legends, traditional worship, and as a center for community gatherings and festivals."
33,Uttar Pradesh,Bijnaur,29.3724,78.135,"Bijnor is a city and a municipal board in Bijnor district in the state of Uttar Pradesh, India. It is known for its historical sites, traditional crafts, and as a center for regional culture and festivals. The city is also significant for its role in the Indian independence movement."
33,Uttar Pradesh,Devaria,26.1209,83.9141,"Deoria (also called Devaria) is a district and town in Uttar Pradesh, India. It is culturally significant for its traditional fairs, temples, and as a center for Bhojpuri culture, folk music, and local crafts."
33,Uttar Pradesh,Ramabai Nagar (Kanpur Dehat),26.4158,79.9809,"Ramabai Nagar, also known as Kanpur Dehat, is a district in Uttar Pradesh. The region is known for its rural traditions, local festivals, and as a center for agricultural practices and folk culture."
33,Uttar Pradesh,Barabanki,26.9421406,81.3856087,"Barabanki is a city and a municipal board in the Indian state of Uttar Pradesh. It is the administrative headquarters of Barabanki district and a part of Ayodhya division. The city is known for its historical sites, Sufi shrines, and as a center for traditional crafts and festivals."
33,Uttar Pradesh,Khurja (Bulanda Shahar),28.2544,77.8544,"Khurja is a city in Bulandshahr district, Uttar Pradesh, famous for its pottery industry. The city is culturally significant for its traditional crafts, fairs, and as a center for regional trade and artistic heritage."
33,Uttar Pradesh,Katraniyaghat (Baharaich),28.6167,81.0833,"Katarniaghat is known for the Katarniaghat Wildlife Sanctuary in Bahraich district, Uttar Pradesh. The area is significant for its biodiversity, conservation efforts, and as a center for eco-tourism and local tribal culture."
33,Uttar Pradesh,Baghel Talab (Baharaich),27.9892785,81.5950298,"Baghel Talab is a locality in Bahraich district, Uttar Pradesh. It is culturally significant for its association with local legends, traditional fairs, and as a center for community gatherings and rural heritage."
33,Uttar Pradesh,Pilkhuja (Panchsil Nagar),28.7536,77.6546,"Pilkhuwa is a town in Hapur district (formerly Panchsheel Nagar), Uttar Pradesh, known for its handloom textile industry. The town is culturally important for its traditional crafts, fairs, and as a center for regional trade."
33,Uttar Pradesh,Kampil,27.6122765,79.2786561,"Kampil, historically known as Kampilya, is a town and a Nagar panchayat in Farrukhabad district in the Indian state of Uttar Pradesh. It is an important site for both Hindu and Jain traditions, believed to be the birthplace of Jain Tirthankara Mahavira and associated with the Mahabharata. The town is significant for its ancient temples, fairs, and religious festivals."
33,Uttar Pradesh,Bhadhohi,25.3949,82.5664,"Bhadohi is a city in Uttar Pradesh, renowned as the 'Carpet City of India' for its hand-knotted carpet industry. The city is culturally significant for its traditional crafts, fairs, and as a center for regional trade and folk art."
33,Uttar Pradesh,Lakhimpuri Khiri,27.9534,80.7821,"Lakhimpur Kheri is a district in Uttar Pradesh known for its Dudhwa National Park, sugar industry, and as a center for agricultural practices. The region is culturally significant for its traditional fairs, temples, and local festivals."
33,Uttar Pradesh,Hardoi,27.3369978,80.0998232,"Hardoi is a city and municipal board in Hardoi district in the Indian state of Uttar Pradesh. It is the administrative headquarters of Hardoi district. It is also known as Prahalad Nagari. Hardoi is about 110 km from the state capital Lucknow and about 385 km from New Delhi. Hardoi is a temple town, known for its religious sites, traditional fairs, and as a center for local crafts and folk culture."
33,Uttar Pradesh,Dudhawa,28.6167,81.0833,"Dudhwa is a region in Uttar Pradesh, famous for the Dudhwa National Park, a major wildlife sanctuary. The area is significant for its biodiversity, conservation of endangered species, and as a center for eco-tourism and local tribal culture."
33,Uttar Pradesh,Rae-Bareilly,26.2501953,81.3809567,"Rae Bareli is a city in Uttar Pradesh known for its historical sites, traditional crafts, and as a center for regional administration. The city is culturally important for its temples, fairs, and contributions to literature and education."
33,Uttar Pradesh,Sitapur,27.5026747,80.8335139,"Sitapur is a city and a municipal board in Sitapur district in the state of Uttar Pradesh, India. It is located 90 kilometres north of state capital, Lucknow. The traditional origin for the name is said to be by the King Vikramāditya from Lord Ram's wife Sita. Sitapur is known for its temples, traditional fairs, and as a center for local crafts and folk traditions."
33,Uttar Pradesh,Unnav,26.5477,80.4878,"Unnao is a city in Uttar Pradesh, known for its historical sites, traditional crafts, and as a center for regional trade and industry. The city is culturally significant for its temples, fairs, and contributions to literature and education."
33,Uttar Pradesh,Nimsar,27.3172,80.5112,"Naimisharanya (Nimsar) is a sacred pilgrimage site in Uttar Pradesh, believed to be the place where many Hindu scriptures were composed. It is significant for its temples, ancient legends, and as a center for spiritual gatherings and traditional rituals."
34,Uttarakhand,Haridwar,29.9384473,78.1452985,"Haridwar is a city and municipal corporation in the Haridwar district of Uttarakhand, India. It is one of the seven holiest places in Hinduism, known for the Kumbh Mela, Ganga Aarti at Har Ki Pauri, and as a gateway to the Char Dham pilgrimage. The city is significant for its religious rituals, festivals, and as a center for spiritual learning and yoga."
34,Uttarakhand,Rishikesh,30.1086537,78.2916193,"Rishikesh, also spelt as Hrishikesh, is a city near Dehradun in the Indian state Uttarakhand. It is known as the 'Yoga Capital of the World' and is a major pilgrimage site for Hindus. The city is famous for its ashrams, temples, Ganga Aarti, and as a gateway to the Himalayas and Char Dham pilgrimage."
34,Uttarakhand,Joshimath,30.5555752,79.5612607,"Joshimath, also known as Jyotirmath, is a town and a municipal board in Chamoli District in the Indian state of Uttarakhand. It is a gateway to several Himalayan pilgrim centers, including Badrinath, and is home to one of the four cardinal pīthas established by Adi Shankara. The town is significant for its religious, historical, and trekking importance."
34,Uttarakhand,Uttarkashi,30.9635733,78.6362521,"Uttarkashi is a town and the headquarters of Uttarkashi district in Uttarakhand, India. It is known for its temples, ashrams, and as a starting point for pilgrimages to Gangotri and Yamunotri. The town is culturally significant for its religious festivals, traditional fairs, and as a center for Himalayan culture."
34,Uttarakhand,Dehradun,30.3255646,78.0436813,"Dehradun is the capital and the most populous city of the Indian state of Uttarakhand. It is known for its educational institutions, colonial architecture, and as a gateway to the hill stations of Mussoorie and the pilgrimage sites of Haridwar and Rishikesh. The city is culturally significant for its diverse communities, traditional fairs, and literary heritage."
34,Uttarakhand,Mussoorie,30.4569012,78.0782906,"Mussoorie is a hill station and a municipal board in Dehradun district of Uttarakhand, India. It is known as the 'Queen of the Hills' and is famous for its colonial-era architecture, scenic beauty, and as a center for literature, education, and tourism."
34,Uttarakhand,Narendranagar,30.160706,78.2853059,"Narendranagar is a town and a municipal board in Tehri Garhwal district in the Indian state of Uttarakhand. It is known for its royal heritage, scenic views of the Ganges valley, and as a center for yoga and wellness retreats."
34,Uttarakhand,Nainital,29.3905295,79.460869,"Nainital is a town and headquarters of Nainital district of Kumaon division, Uttarakhand, India. It is famous for its picturesque lake, colonial architecture, and as a popular hill station. The town is culturally significant for its fairs, temples, and as a center for Kumaoni traditions."
34,Uttarakhand,Rudraprayag,30.4915835,79.0366067,"Rudraprayag is a city and a municipality in Rudraprayag district in the Indian state of Uttarakhand. It is one of the Panch Prayag (five confluences) of the Alaknanda River and is significant for its temples, religious festivals, and as a gateway to Kedarnath."
34,Uttarakhand,Gopeshwar,30.40878,79.31855,"Chamoli Gopeshwar is a township in the Garhwal hills and a municipal board within Chamoli district. It is the administrative headquarters of the Chamoli District of Uttarakhand in India and is 1,450 m above sea level. The town is known for its ancient temples, traditional fairs, and as a center for Garhwali culture."
34,Uttarakhand,Kotdwar,29.7459823,78.5201358,"Kotdwar is a city and municipal corporation in Pauri Garhwal district of Uttarakhand, India. It is known as the 'Gateway to Garhwal' and is significant for its temples, traditional fairs, and as a center for trade and cultural exchange."
34,Uttarakhand,Kathgodam,29.266646,79.5466346,"Kathgodam is a suburb of Haldwani, Uttarakhand, India. It is known as the 'Gateway to Kumaon' and serves as a starting point for journeys to hill stations like Nainital, Almora, and Ranikhet. The area is culturally significant for its traditional fairs, temples, and as a center for Kumaoni heritage."
34,Uttarakhand,Srinagar,30.2238064,78.7879045,"Srinagar is a city and municipal corporation in Pauri Garhwal district in the Indian state of Uttarakhand. It is located about 33 km from Pauri town, the administrative headquarters of Pauri Garhwal district, Uttarakhand, India.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Srinagar,_Uttarakhand)"
34,Uttarakhand,Almora,29.7026509,79.4326318,"Almora is a municipal corporation and a cantonment town in the state of Uttarakhand, India. It is the administrative headquarters of Almora district. Almora is located on a ridge at the southern edge of the Kumaon Hills of the Himalaya range. The Koshi and Suyal rivers flow along the city and snow-capped Himalayas can be seen in the background. Almora was founded in 1568. by King Kalyan Chand; however, there are accounts of human settlements in the hills and... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Almora)"
34,Uttarakhand,Ranikhet,29.6323007,79.4154142,"Ranikhet is a hill station and cantonment town, near Almora Town in Almora district in the Indian state of Uttarakhand. It is the home of the Military Hospital, Kumaon Regiment and Naga Regiment and is maintained by the Indian Army. Ranikhet is at an altitude of 1,869 metres above sea level, within sight of the western peaks of the Himalayas. Ranikhet is a Class IV town with a civic status of a Cantonment board.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Ranikhet)"
34,Uttarakhand,Pithoragarh,29.585871,80.215167,Pithoragarh is a Himalayan town with a Municipal corporation in Pithoragarh district in the Indian state of Uttarakhand. It is the largest hill town in Uttarakhand.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Pithoragarh)
34,Uttarakhand,Pauri,30.0652314,78.7315716,Pauri is a town and a municipal board in Pauri Garhwal district in the Indian state of Uttarakhand. Pauri is the seat of the Divisional Commissioner of the Garhwal Division.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Pauri)
34,Uttarakhand,Kausani,29.3375718,79.5047951,"Kausani is a hill station and Village situated in Bageshwar district in the state of Uttarakhand, India. It is known for its scenery and its 300 km-wide panoramic view of Himalayan peaks like Trisul, Nanda Devi and Panchchuli. Mahatma Gandhi called this place the 'Switzerland of India', due to similarity in landscapes.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Kausani)"
34,Uttarakhand,Champawat,29.235032,80.1023068,"Champawat is a town and a Nagar Palika Parishad in Champawat district in the state of Uttarakhand, India. It is the administrative headquarters of Champawat district. The town was the former capital of the Kumaon Kingdom.... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Champawat)"
35,West Bengal,Kolkata,22.5726459,88.3638953,"Kolkata, also known as Calcutta , is the capital and largest city of the Indian state of West Bengal. It lies on the eastern bank of the Hooghly River, 80 km west of the border with Bangladesh. It is the primary financial and commercial centre of eastern and northeastern India. Kolkata is the seventh most populous city in India with an estimated city proper population of 4.5 million while its metropolitan region Kolkata Metropolitan Area is thir... [Read more on Wikipedia](https://en.wikipedia.org/wiki/Kolkata)"
